Date,State,Population,Confirmed,Deaths
1/23/20,Virginia,8535519,0,0
1/23/20,Washington,7614893,1,0
1/23/20,West Virginia,1792147,0,0
1/23/20,Wisconsin,5822434,0,0
1/23/20,Wyoming,578759,0,0
1/24/20,Alabama,4903185,0,0
1/24/20,Alaska,740995,0,0
1/24/20,American Samoa,0,0,0
1/24/20,Arizona,7278717,0,0
1/24/20,Arkansas,3017804,0,0
1/24/20,California,39512223,0,0
1/24/20,Colorado,5758736,0,0
1/24/20,Connecticut,3565287,0,0
1/24/20,Delaware,973764,0,0
1/24/20,Diamond Princess,0,0,0
1/24/20,District of Columbia,705749,0,0
1/24/20,Florida,21477737,0,0
1/24/20,Georgia,10617423,0,0
1/24/20,Grand Princess,0,0,0
1/24/20,Guam,0,0,0
1/24/20,Hawaii,1415872,0,0
1/24/20,Idaho,1787065,0,0
1/24/20,Illinois,12671821,1,0
1/24/20,Indiana,6732219,0,0
1/24/20,Iowa,3155070,0,0
1/24/20,Kansas,2913314,0,0
1/24/20,Kentucky,4467673,0,0
1/24/20,Louisiana,4648794,0,0
1/24/20,Maine,1344212,0,0
1/24/20,Maryland,6045680,0,0
1/24/20,Massachusetts,6892503,0,0
1/24/20,Michigan,9986857,0,0
1/24/20,Minnesota,5639632,0,0
1/24/20,Mississippi,2976149,0,0
1/24/20,Missouri,6626371,0,0
1/24/20,Montana,1068778,0,0
1/24/20,Nebraska,1934408,0,0
1/24/20,Nevada,3080156,0,0
1/24/20,New Hampshire,1359711,0,0
1/24/20,New Jersey,8882190,0,0
1/24/20,New Mexico,2096829,0,0
1/24/20,New York,19453561,0,0
1/24/20,North Carolina,10488084,0,0
1/24/20,North Dakota,762062,0,0
1/24/20,Northern Mariana Islands,0,0,0
1/24/20,Ohio,11689100,0,1
1/24/20,Oklahoma,3956971,0,0
1/24/20,Oregon,4217737,0,0
1/24/20,Pennsylvania,12801989,0,0
1/24/20,Puerto Rico,3754939,0,0
1/24/20,Rhode Island,1059361,0,0
1/24/20,South Carolina,5148714,0,0
1/24/20,South Dakota,884659,0,0
1/24/20,Tennessee,6829174,0,0
1/24/20,Texas,28995881,0,0
1/24/20,Utah,3205958,0,0
1/24/20,Vermont,623989,0,0
1/24/20,Virgin Islands,0,0,0
1/24/20,Virginia,8535519,0,0
1/24/20,Washington,7614893,1,0
1/24/20,West Virginia,1792147,0,0
1/24/20,Wisconsin,5822434,0,0
1/24/20,Wyoming,578759,0,0
1/25/20,Alabama,4903185,0,0
1/25/20,Alaska,740995,0,0
1/25/20,American Samoa,0,0,0
1/25/20,Arizona,7278717,0,0
1/25/20,Arkansas,3017804,0,0
1/25/20,California,39512223,0,0
1/25/20,Colorado,5758736,0,0
1/25/20,Connecticut,3565287,0,0
1/25/20,Delaware,973764,0,0
1/25/20,Diamond Princess,0,0,0
1/25/20,District of Columbia,705749,0,0
1/25/20,Florida,21477737,0,0
1/25/20,Georgia,10617423,0,0
1/25/20,Grand Princess,0,0,0
1/25/20,Guam,0,0,0
1/25/20,Hawaii,1415872,0,0
1/25/20,Idaho,1787065,0,0
1/25/20,Illinois,12671821,1,0
1/25/20,Indiana,6732219,0,0
1/25/20,Iowa,3155070,0,0
1/25/20,Kansas,2913314,0,0
1/25/20,Kentucky,4467673,0,0
1/25/20,Louisiana,4648794,0,0
1/25/20,Maine,1344212,0,0
1/25/20,Maryland,6045680,0,0
1/25/20,Massachusetts,6892503,0,0
1/25/20,Michigan,9986857,0,0
1/25/20,Minnesota,5639632,0,0
1/25/20,Mississippi,2976149,0,0
1/25/20,Missouri,6626371,0,0
1/25/20,Montana,1068778,0,0
1/25/20,Nebraska,1934408,0,0
1/25/20,Nevada,3080156,0,0
1/25/20,New Hampshire,1359711,0,0
1/25/20,New Jersey,8882190,0,0
1/25/20,New Mexico,2096829,0,0
1/25/20,New York,19453561,0,0
1/25/20,North Carolina,10488084,0,0
1/25/20,North Dakota,762062,0,0
1/25/20,Northern Mariana Islands,0,0,0
1/25/20,Ohio,11689100,0,1
1/25/20,Oklahoma,3956971,0,0
1/25/20,Oregon,4217737,0,0
1/25/20,Pennsylvania,12801989,0,0
1/25/20,Puerto Rico,3754939,0,0
1/25/20,Rhode Island,1059361,0,0
1/25/20,South Carolina,5148714,0,0
1/25/20,South Dakota,884659,0,0
1/25/20,Tennessee,6829174,0,0
1/25/20,Texas,28995881,0,0
1/25/20,Utah,3205958,0,0
1/25/20,Vermont,623989,0,0
1/25/20,Virgin Islands,0,0,0
1/25/20,Virginia,8535519,0,0
1/25/20,Washington,7614893,1,0
1/25/20,West Virginia,1792147,0,0
1/25/20,Wisconsin,5822434,0,0
1/25/20,Wyoming,578759,0,0
1/26/20,Alabama,4903185,0,0
1/26/20,Alaska,740995,0,0
1/26/20,American Samoa,0,0,0
1/26/20,Arizona,7278717,1,0
1/26/20,Arkansas,3017804,0,0
1/26/20,California,39512223,2,0
1/26/20,Colorado,5758736,0,0
1/26/20,Connecticut,3565287,0,0
1/26/20,Delaware,973764,0,0
1/26/20,Diamond Princess,0,0,0
1/26/20,District of Columbia,705749,0,0
1/26/20,Florida,21477737,0,0
1/26/20,Georgia,10617423,0,0
1/26/20,Grand Princess,0,0,0
1/26/20,Guam,0,0,0
1/26/20,Hawaii,1415872,0,0
1/26/20,Idaho,1787065,0,0
1/26/20,Illinois,12671821,1,0
1/26/20,Indiana,6732219,0,0
1/26/20,Iowa,3155070,0,0
1/26/20,Kansas,2913314,0,0
1/26/20,Kentucky,4467673,0,0
1/26/20,Louisiana,4648794,0,0
1/26/20,Maine,1344212,0,0
1/26/20,Maryland,6045680,0,0
1/26/20,Massachusetts,6892503,0,0
1/26/20,Michigan,9986857,0,0
1/26/20,Minnesota,5639632,0,0
1/26/20,Mississippi,2976149,0,0
1/26/20,Missouri,6626371,0,0
1/26/20,Montana,1068778,0,0
1/26/20,Nebraska,1934408,0,0
1/26/20,Nevada,3080156,0,0
1/26/20,New Hampshire,1359711,0,0
1/26/20,New Jersey,8882190,0,0
1/26/20,New Mexico,2096829,0,0
1/26/20,New York,19453561,0,0
1/26/20,North Carolina,10488084,0,0
1/26/20,North Dakota,762062,0,0
1/26/20,Northern Mariana Islands,0,0,0
1/26/20,Ohio,11689100,0,1
1/26/20,Oklahoma,3956971,0,0
1/26/20,Oregon,4217737,0,0
1/26/20,Pennsylvania,12801989,0,0
1/26/20,Puerto Rico,3754939,0,0
1/26/20,Rhode Island,1059361,0,0
1/26/20,South Carolina,5148714,0,0
1/26/20,South Dakota,884659,0,0
1/26/20,Tennessee,6829174,0,0
1/26/20,Texas,28995881,0,0
1/26/20,Utah,3205958,0,0
1/26/20,Vermont,623989,0,0
1/26/20,Virgin Islands,0,0,0
1/26/20,Virginia,8535519,0,0
1/26/20,Washington,7614893,1,0
1/26/20,West Virginia,1792147,0,0
1/26/20,Wisconsin,5822434,0,0
1/26/20,Wyoming,578759,0,0
1/27/20,Alabama,4903185,0,0
1/27/20,Alaska,740995,0,0
1/27/20,American Samoa,0,0,0
1/27/20,Arizona,7278717,1,0
1/27/20,Arkansas,3017804,0,0
1/27/20,California,39512223,2,0
1/27/20,Colorado,5758736,0,0
1/27/20,Connecticut,3565287,0,0
1/27/20,Delaware,973764,0,0
1/27/20,Diamond Princess,0,0,0
1/27/20,District of Columbia,705749,0,0
1/27/20,Florida,21477737,0,0
1/27/20,Georgia,10617423,0,0
1/27/20,Grand Princess,0,0,0
1/27/20,Guam,0,0,0
1/27/20,Hawaii,1415872,0,0
1/27/20,Idaho,1787065,0,0
1/27/20,Illinois,12671821,1,0
1/27/20,Indiana,6732219,0,0
1/27/20,Iowa,3155070,0,0
1/27/20,Kansas,2913314,0,0
1/27/20,Kentucky,4467673,0,0
1/27/20,Louisiana,4648794,0,0
1/27/20,Maine,1344212,0,0
1/27/20,Maryland,6045680,0,0
1/27/20,Massachusetts,6892503,0,0
1/27/20,Michigan,9986857,0,0
1/27/20,Minnesota,5639632,0,0
1/27/20,Mississippi,2976149,0,0
1/27/20,Missouri,6626371,0,0
1/27/20,Montana,1068778,0,0
1/27/20,Nebraska,1934408,0,0
1/27/20,Nevada,3080156,0,0
1/27/20,New Hampshire,1359711,0,0
1/27/20,New Jersey,8882190,0,0
1/27/20,New Mexico,2096829,0,0
1/27/20,New York,19453561,0,0
1/27/20,North Carolina,10488084,0,0
1/27/20,North Dakota,762062,0,0
1/27/20,Northern Mariana Islands,0,0,0
1/27/20,Ohio,11689100,0,1
1/27/20,Oklahoma,3956971,0,0
1/27/20,Oregon,4217737,0,0
1/27/20,Pennsylvania,12801989,0,0
1/27/20,Puerto Rico,3754939,0,0
1/27/20,Rhode Island,1059361,0,0
1/27/20,South Carolina,5148714,0,0
1/27/20,South Dakota,884659,0,0
1/27/20,Tennessee,6829174,0,0
1/27/20,Texas,28995881,0,0
1/27/20,Utah,3205958,0,0
1/27/20,Vermont,623989,0,0
1/27/20,Virgin Islands,0,0,0
1/27/20,Virginia,8535519,0,0
1/27/20,Washington,7614893,1,0
1/27/20,West Virginia,1792147,0,0
1/27/20,Wisconsin,5822434,0,0
1/27/20,Wyoming,578759,0,0
1/28/20,Alabama,4903185,0,0
1/28/20,Alaska,740995,0,0
1/28/20,American Samoa,0,0,0
1/28/20,Arizona,7278717,1,0
1/28/20,Arkansas,3017804,0,0
1/28/20,California,39512223,2,0
1/28/20,Colorado,5758736,0,0
1/28/20,Connecticut,3565287,0,0
1/28/20,Delaware,973764,0,0
1/28/20,Diamond Princess,0,0,0
1/28/20,District of Columbia,705749,0,0
1/28/20,Florida,21477737,0,0
1/28/20,Georgia,10617423,0,0
1/28/20,Grand Princess,0,0,0
1/28/20,Guam,0,0,0
1/28/20,Hawaii,1415872,0,0
1/28/20,Idaho,1787065,0,0
1/28/20,Illinois,12671821,1,0
1/28/20,Indiana,6732219,0,0
1/28/20,Iowa,3155070,0,0
1/28/20,Kansas,2913314,0,0
1/28/20,Kentucky,4467673,0,0
1/28/20,Louisiana,4648794,0,0
1/28/20,Maine,1344212,0,0
1/28/20,Maryland,6045680,0,0
1/28/20,Massachusetts,6892503,0,0
1/28/20,Michigan,9986857,0,0
1/28/20,Minnesota,5639632,0,0
1/28/20,Mississippi,2976149,0,0
1/28/20,Missouri,6626371,0,0
1/28/20,Montana,1068778,0,0
1/28/20,Nebraska,1934408,0,0
1/28/20,Nevada,3080156,0,0
1/28/20,New Hampshire,1359711,0,0
1/28/20,New Jersey,8882190,0,0
1/28/20,New Mexico,2096829,0,0
1/28/20,New York,19453561,0,0
1/28/20,North Carolina,10488084,0,0
1/28/20,North Dakota,762062,0,0
1/28/20,Northern Mariana Islands,0,0,0
1/28/20,Ohio,11689100,0,1
1/28/20,Oklahoma,3956971,0,0
1/28/20,Oregon,4217737,0,0
1/28/20,Pennsylvania,12801989,0,0
1/28/20,Puerto Rico,3754939,0,0
1/28/20,Rhode Island,1059361,0,0
1/28/20,South Carolina,5148714,0,0
1/28/20,South Dakota,884659,0,0
1/28/20,Tennessee,6829174,0,0
1/28/20,Texas,28995881,0,0
1/28/20,Utah,3205958,0,0
1/28/20,Vermont,623989,0,0
1/28/20,Virgin Islands,0,0,0
1/28/20,Virginia,8535519,0,0
1/28/20,Washington,7614893,1,0
1/28/20,West Virginia,1792147,0,0
1/28/20,Wisconsin,5822434,0,0
1/28/20,Wyoming,578759,0,0
1/29/20,Alabama,4903185,0,0
1/29/20,Alaska,740995,0,0
1/29/20,American Samoa,0,0,0
1/29/20,Arizona,7278717,1,0
1/29/20,Arkansas,3017804,0,0
1/29/20,California,39512223,2,0
1/29/20,Colorado,5758736,0,0
1/29/20,Connecticut,3565287,0,0
1/29/20,Delaware,973764,0,0
1/29/20,Diamond Princess,0,0,0
1/29/20,District of Columbia,705749,0,0
1/29/20,Florida,21477737,0,0
1/29/20,Georgia,10617423,0,0
1/29/20,Grand Princess,0,0,0
1/29/20,Guam,0,0,0
1/29/20,Hawaii,1415872,0,0
1/29/20,Idaho,1787065,0,0
1/29/20,Illinois,12671821,1,0
1/29/20,Indiana,6732219,0,0
1/29/20,Iowa,3155070,0,0
1/29/20,Kansas,2913314,0,0
1/29/20,Kentucky,4467673,0,0
1/29/20,Louisiana,4648794,0,0
1/29/20,Maine,1344212,0,0
1/29/20,Maryland,6045680,0,0
1/29/20,Massachusetts,6892503,1,0
1/29/20,Michigan,9986857,0,0
1/29/20,Minnesota,5639632,0,0
1/29/20,Mississippi,2976149,0,0
1/29/20,Missouri,6626371,0,0
1/29/20,Montana,1068778,0,0
1/29/20,Nebraska,1934408,0,0
1/29/20,Nevada,3080156,0,0
1/29/20,New Hampshire,1359711,0,0
1/29/20,New Jersey,8882190,0,0
1/29/20,New Mexico,2096829,0,0
1/29/20,New York,19453561,0,0
1/29/20,North Carolina,10488084,0,0
1/29/20,North Dakota,762062,0,0
1/29/20,Northern Mariana Islands,0,0,0
1/29/20,Ohio,11689100,0,1
1/29/20,Oklahoma,3956971,0,0
1/29/20,Oregon,4217737,0,0
1/29/20,Pennsylvania,12801989,0,0
1/29/20,Puerto Rico,3754939,0,0
1/29/20,Rhode Island,1059361,0,0
1/29/20,South Carolina,5148714,0,0
1/29/20,South Dakota,884659,0,0
1/29/20,Tennessee,6829174,0,0
1/29/20,Texas,28995881,0,0
1/29/20,Utah,3205958,0,0
1/29/20,Vermont,623989,0,0
1/29/20,Virgin Islands,0,0,0
1/29/20,Virginia,8535519,0,0
1/29/20,Washington,7614893,1,0
1/29/20,West Virginia,1792147,0,0
1/29/20,Wisconsin,5822434,0,0
1/29/20,Wyoming,578759,0,0
1/30/20,Alabama,4903185,0,0
1/30/20,Alaska,740995,0,0
1/30/20,American Samoa,0,0,0
1/30/20,Arizona,7278717,1,0
1/30/20,Arkansas,3017804,0,0
1/30/20,California,39512223,2,0
1/30/20,Colorado,5758736,0,0
1/30/20,Connecticut,3565287,0,0
1/30/20,Delaware,973764,0,0
1/30/20,Diamond Princess,0,0,0
1/30/20,District of Columbia,705749,0,0
1/30/20,Florida,21477737,0,0
1/30/20,Georgia,10617423,0,0
1/30/20,Grand Princess,0,0,0
1/30/20,Guam,0,0,0
1/30/20,Hawaii,1415872,0,0
1/30/20,Idaho,1787065,0,0
1/30/20,Illinois,12671821,1,0
1/30/20,Indiana,6732219,0,0
1/30/20,Iowa,3155070,0,0
1/30/20,Kansas,2913314,0,0
1/30/20,Kentucky,4467673,0,0
1/30/20,Louisiana,4648794,0,0
1/30/20,Maine,1344212,0,0
1/30/20,Maryland,6045680,0,0
1/30/20,Massachusetts,6892503,1,0
1/30/20,Michigan,9986857,0,0
1/30/20,Minnesota,5639632,0,0
1/30/20,Mississippi,2976149,0,0
1/30/20,Missouri,6626371,0,0
1/30/20,Montana,1068778,0,0
1/30/20,Nebraska,1934408,0,0
1/30/20,Nevada,3080156,0,0
1/30/20,New Hampshire,1359711,0,0
1/30/20,New Jersey,8882190,0,0
1/30/20,New Mexico,2096829,0,0
1/30/20,New York,19453561,0,0
1/30/20,North Carolina,10488084,0,0
1/30/20,North Dakota,762062,0,0
1/30/20,Northern Mariana Islands,0,0,0
1/30/20,Ohio,11689100,0,1
1/30/20,Oklahoma,3956971,0,0
1/30/20,Oregon,4217737,0,0
1/30/20,Pennsylvania,12801989,0,0
1/30/20,Puerto Rico,3754939,0,0
1/30/20,Rhode Island,1059361,0,0
1/30/20,South Carolina,5148714,0,0
1/30/20,South Dakota,884659,0,0
1/30/20,Tennessee,6829174,0,0
1/30/20,Texas,28995881,0,0
1/30/20,Utah,3205958,0,0
1/30/20,Vermont,623989,0,0
1/30/20,Virgin Islands,0,0,0
1/30/20,Virginia,8535519,0,0
1/30/20,Washington,7614893,1,0
1/30/20,West Virginia,1792147,0,0
1/30/20,Wisconsin,5822434,0,0
1/30/20,Wyoming,578759,0,0
1/31/20,Alabama,4903185,0,0
1/31/20,Alaska,740995,0,0
1/31/20,American Samoa,0,0,0
1/31/20,Arizona,7278717,1,0
1/31/20,Arkansas,3017804,0,0
1/31/20,California,39512223,3,0
1/31/20,Colorado,5758736,0,0
1/31/20,Connecticut,3565287,0,0
1/31/20,Delaware,973764,0,0
1/31/20,Diamond Princess,0,0,0
1/31/20,District of Columbia,705749,0,0
1/31/20,Florida,21477737,0,0
1/31/20,Georgia,10617423,0,0
1/31/20,Grand Princess,0,0,0
1/31/20,Guam,0,0,0
1/31/20,Hawaii,1415872,0,0
1/31/20,Idaho,1787065,0,0
1/31/20,Illinois,12671821,2,0
1/31/20,Indiana,6732219,0,0
1/31/20,Iowa,3155070,0,0
1/31/20,Kansas,2913314,0,0
1/31/20,Kentucky,4467673,0,0
1/31/20,Louisiana,4648794,0,0
1/31/20,Maine,1344212,0,0
1/31/20,Maryland,6045680,0,0
1/31/20,Massachusetts,6892503,1,0
1/31/20,Michigan,9986857,0,0
1/31/20,Minnesota,5639632,0,0
1/31/20,Mississippi,2976149,0,0
1/31/20,Missouri,6626371,0,0
1/31/20,Montana,1068778,0,0
1/31/20,Nebraska,1934408,0,0
1/31/20,Nevada,3080156,0,0
1/31/20,New Hampshire,1359711,0,0
1/31/20,New Jersey,8882190,0,0
1/31/20,New Mexico,2096829,0,0
1/31/20,New York,19453561,0,0
1/31/20,North Carolina,10488084,0,0
1/31/20,North Dakota,762062,0,0
1/31/20,Northern Mariana Islands,0,0,0
1/31/20,Ohio,11689100,0,1
1/31/20,Oklahoma,3956971,0,0
1/31/20,Oregon,4217737,0,0
1/31/20,Pennsylvania,12801989,0,0
1/31/20,Puerto Rico,3754939,0,0
1/31/20,Rhode Island,1059361,0,0
1/31/20,South Carolina,5148714,0,0
1/31/20,South Dakota,884659,0,0
1/31/20,Tennessee,6829174,0,0
1/31/20,Texas,28995881,0,0
1/31/20,Utah,3205958,0,0
1/31/20,Vermont,623989,0,0
1/31/20,Virgin Islands,0,0,0
1/31/20,Virginia,8535519,0,0
1/31/20,Washington,7614893,1,0
1/31/20,West Virginia,1792147,0,0
1/31/20,Wisconsin,5822434,0,0
1/31/20,Wyoming,578759,0,0
2/1/20,Alabama,4903185,0,0
2/1/20,Alaska,740995,0,0
2/1/20,American Samoa,0,0,0
2/1/20,Arizona,7278717,1,0
2/1/20,Arkansas,3017804,0,0
2/1/20,California,39512223,3,0
2/1/20,Colorado,5758736,0,0
2/1/20,Connecticut,3565287,0,0
2/1/20,Delaware,973764,0,0
2/1/20,Diamond Princess,0,0,0
2/1/20,District of Columbia,705749,0,0
2/1/20,Florida,21477737,0,0
2/1/20,Georgia,10617423,0,0
2/1/20,Grand Princess,0,0,0
2/1/20,Guam,0,0,0
2/1/20,Hawaii,1415872,0,0
2/1/20,Idaho,1787065,0,0
2/1/20,Illinois,12671821,2,0
2/1/20,Indiana,6732219,0,0
2/1/20,Iowa,3155070,0,0
2/1/20,Kansas,2913314,0,0
2/1/20,Kentucky,4467673,0,0
2/1/20,Louisiana,4648794,0,0
2/1/20,Maine,1344212,0,0
2/1/20,Maryland,6045680,0,0
2/1/20,Massachusetts,6892503,1,0
2/1/20,Michigan,9986857,0,0
2/1/20,Minnesota,5639632,0,0
2/1/20,Mississippi,2976149,0,0
2/1/20,Missouri,6626371,0,0
2/1/20,Montana,1068778,0,0
2/1/20,Nebraska,1934408,0,0
2/1/20,Nevada,3080156,0,0
2/1/20,New Hampshire,1359711,0,0
2/1/20,New Jersey,8882190,0,0
2/1/20,New Mexico,2096829,0,0
2/1/20,New York,19453561,0,0
2/1/20,North Carolina,10488084,0,0
2/1/20,North Dakota,762062,0,0
2/1/20,Northern Mariana Islands,0,0,0
2/1/20,Ohio,11689100,0,1
2/1/20,Oklahoma,3956971,0,0
2/1/20,Oregon,4217737,0,0
2/1/20,Pennsylvania,12801989,0,0
2/1/20,Puerto Rico,3754939,0,0
2/1/20,Rhode Island,1059361,0,0
2/1/20,South Carolina,5148714,0,0
2/1/20,South Dakota,884659,0,0
2/1/20,Tennessee,6829174,0,0
2/1/20,Texas,28995881,0,0
2/1/20,Utah,3205958,0,0
2/1/20,Vermont,623989,0,0
2/1/20,Virgin Islands,0,0,0
2/1/20,Virginia,8535519,0,0
2/1/20,Washington,7614893,1,0
2/1/20,West Virginia,1792147,0,0
2/1/20,Wisconsin,5822434,0,0
2/1/20,Wyoming,578759,0,0
2/2/20,Alabama,4903185,0,0
2/2/20,Alaska,740995,0,0
2/2/20,American Samoa,0,0,0
2/2/20,Arizona,7278717,1,0
2/2/20,Arkansas,3017804,0,0
2/2/20,California,39512223,3,0
2/2/20,Colorado,5758736,0,0
2/2/20,Connecticut,3565287,0,0
2/2/20,Delaware,973764,0,0
2/2/20,Diamond Princess,0,0,0
2/2/20,District of Columbia,705749,0,0
2/2/20,Florida,21477737,0,0
2/2/20,Georgia,10617423,0,0
2/2/20,Grand Princess,0,0,0
2/2/20,Guam,0,0,0
2/2/20,Hawaii,1415872,0,0
2/2/20,Idaho,1787065,0,0
2/2/20,Illinois,12671821,2,0
2/2/20,Indiana,6732219,0,0
2/2/20,Iowa,3155070,0,0
2/2/20,Kansas,2913314,0,0
2/2/20,Kentucky,4467673,0,0
2/2/20,Louisiana,4648794,0,0
2/2/20,Maine,1344212,0,0
2/2/20,Maryland,6045680,0,0
2/2/20,Massachusetts,6892503,1,0
2/2/20,Michigan,9986857,0,0
2/2/20,Minnesota,5639632,0,0
2/2/20,Mississippi,2976149,0,0
2/2/20,Missouri,6626371,0,0
2/2/20,Montana,1068778,0,0
2/2/20,Nebraska,1934408,0,0
2/2/20,Nevada,3080156,0,0
2/2/20,New Hampshire,1359711,0,0
2/2/20,New Jersey,8882190,0,0
2/2/20,New Mexico,2096829,0,0
2/2/20,New York,19453561,0,0
2/2/20,North Carolina,10488084,0,0
2/2/20,North Dakota,762062,0,0
2/2/20,Northern Mariana Islands,0,0,0
2/2/20,Ohio,11689100,0,1
2/2/20,Oklahoma,3956971,0,0
2/2/20,Oregon,4217737,0,0
2/2/20,Pennsylvania,12801989,0,0
2/2/20,Puerto Rico,3754939,0,0
2/2/20,Rhode Island,1059361,0,0
2/2/20,South Carolina,5148714,0,0
2/2/20,South Dakota,884659,0,0
2/2/20,Tennessee,6829174,0,0
2/2/20,Texas,28995881,0,0
2/2/20,Utah,3205958,0,0
2/2/20,Vermont,623989,0,0
2/2/20,Virgin Islands,0,0,0
2/2/20,Virginia,8535519,0,0
2/2/20,Washington,7614893,1,0
2/2/20,West Virginia,1792147,0,0
2/2/20,Wisconsin,5822434,0,0
2/2/20,Wyoming,578759,0,0
2/3/20,Alabama,4903185,0,0
2/3/20,Alaska,740995,0,0
2/3/20,American Samoa,0,0,0
2/3/20,Arizona,7278717,1,0
2/3/20,Arkansas,3017804,0,0
2/3/20,California,39512223,6,0
2/3/20,Colorado,5758736,0,0
2/3/20,Connecticut,3565287,0,0
2/3/20,Delaware,973764,0,0
2/3/20,Diamond Princess,0,0,0
2/3/20,District of Columbia,705749,0,0
2/3/20,Florida,21477737,0,0
2/3/20,Georgia,10617423,0,0
2/3/20,Grand Princess,0,0,0
2/3/20,Guam,0,0,0
2/3/20,Hawaii,1415872,0,0
2/3/20,Idaho,1787065,0,0
2/3/20,Illinois,12671821,2,0
2/3/20,Indiana,6732219,0,0
2/3/20,Iowa,3155070,0,0
2/3/20,Kansas,2913314,0,0
2/3/20,Kentucky,4467673,0,0
2/3/20,Louisiana,4648794,0,0
2/3/20,Maine,1344212,0,0
2/3/20,Maryland,6045680,0,0
2/3/20,Massachusetts,6892503,1,0
